0.005735635757446289,0.0,0.0
0.03888702392578125,0.0,0.0
0.07117199897766113,0.0,0.0
0.10465288162231445,0.0,0.0
0.14117193222045898,0.01,0.0
0.1778879165649414,0.06,0.06
0.21547842025756836,0.06,0.13
0.25512003898620605,0.14,0.13
0.29465818405151367,0.23,0.22
0.33431148529052734,0.31,0.3
0.37363624572753906,0.38,0.38
0.41323375701904297,0.38,0.44
0.4528632164001465,0.45,0.44
0.49278974533081055,0.5,0.49
0.5323290824890137,0.53,0.53
0.571861743927002,0.56,0.55
0.6101689338684082,0.56,0.57
0.6487343311309814,0.57,0.57
0.6883585453033447,0.57,0.59
0.72806715965271,0.57,0.6
0.7679660320281982,0.58,0.6
0.8075459003448486,0.58,0.6
0.8472487926483154,0.58,0.6
0.8864834308624268,0.57,0.59
0.926138162612915,0.57,0.59
0.9656810760498047,0.57,0.58
1.004150629043579,0.57,0.58
1.0429410934448242,0.57,0.57
1.0817904472351074,0.57,0.57
1.121016263961792,0.57,0.56
1.1607816219329834,0.57,0.56
1.200308084487915,0.57,0.56
1.2398231029510498,0.56,0.55
1.27939772605896,0.57,0.5
1.3191032409667969,0.56,0.52
1.358741044998169,0.56,0.53
1.3983275890350342,0.56,0.53
1.438072681427002,0.56,0.54
1.4776992797851562,0.56,0.55
1.517543077468872,0.56,0.55
1.5568597316741943,0.56,0.56
1.5954244136810303,0.56,0.56
1.634129524230957,0.55,0.56
1.6727383136749268,0.55,0.56
1.7112038135528564,0.55,0.56
1.749803066253662,0.55,0.56
1.7883110046386719,0.55,0.56
1.8270668983459473,0.55,0.56
1.8659672737121582,0.55,0.55
1.9045283794403076,0.55,0.55
1.943690538406372,0.55,0.55
1.9833738803863525,0.55,0.55
2.0230979919433594,0.55,0.55
2.0626981258392334,0.55,0.55
2.1012747287750244,0.55,0.55
2.141120433807373,0.55,0.55
2.1805620193481445,0.55,0.55
2.220430850982666,0.55,0.55
2.2597386837005615,0.55,0.55
2.2993152141571045,0.55,0.55
2.338949203491211,0.55,0.55
2.3785369396209717,0.55,0.55
2.418288469314575,0.55,0.49
2.457899332046509,0.55,0.52
2.4978837966918945,0.55,0.52
2.5372018814086914,0.55,0.54
2.5767405033111572,0.55,0.55
2.6151692867279053,0.55,0.55
2.653810501098633,0.55,0.56
2.6923351287841797,0.55,0.56
2.730900287628174,0.55,0.56
2.7701945304870605,0.55,0.56
2.808476448059082,0.55,0.56
2.846982717514038,0.55,0.56
2.885546922683716,0.55,0.56
2.9238672256469727,0.55,0.56
2.962374687194824,0.55,0.56
3.0008726119995117,0.55,0.56
3.0394513607025146,0.55,0.56
3.0781314373016357,0.55,0.56
3.1165006160736084,0.55,0.56
3.1552846431732178,0.55,0.56
3.193662166595459,0.55,0.56
3.2321860790252686,0.55,0.55
3.2717883586883545,0.56,0.55
3.311328887939453,0.55,0.55
3.3511462211608887,0.55,0.55
3.3906302452087402,0.55,0.55
3.4302573204040527,0.55,0.55
3.4700534343719482,0.55,0.55
3.509474515914917,0.55,0.55
3.5490942001342773,0.55,0.55
3.58756685256958,0.55,0.55
3.626129627227783,0.51,0.55
3.664712429046631,0.52,0.55
3.703232526779175,0.54,0.55
3.7428598403930664,0.54,0.55
3.782435178756714,0.55,0.55
3.8220791816711426,0.56,0.55
3.8616080284118652,0.56,0.55
3.9012696743011475,0.56,0.55
3.9409947395324707,0.56,0.55
3.9804646968841553,0.56,0.55
4.020161151885986,0.56,0.55
4.059665679931641,0.56,0.55
4.099274635314941,0.56,0.55
4.13890814781189,0.56,0.55
4.178460597991943,0.55,0.55
4.218116760253906,0.55,0.55
4.257748126983643,0.55,0.55
4.297708034515381,0.55,0.55
4.337411642074585,0.55,0.55
4.376821756362915,0.55,0.55
4.416643857955933,0.55,0.55
4.456120491027832,0.55,0.55
4.4957358837127686,0.55,0.55
4.5355236530303955,0.55,0.55
4.574880838394165,0.55,0.55
4.614617109298706,0.55,0.55
4.6541032791137695,0.55,0.49
4.693765163421631,0.55,0.52
4.733437538146973,0.55,0.52
4.772980690002441,0.55,0.54
4.812288045883179,0.55,0.55
4.851843595504761,0.55,0.55
4.890434741973877,0.55,0.56
4.929065465927124,0.55,0.56
4.968062162399292,0.55,0.56
5.006301641464233,0.55,0.56
5.044704914093018,0.55,0.56
5.083325386047363,0.55,0.56
5.121918201446533,0.55,0.56
5.1605377197265625,0.55,0.56
5.19914174079895,0.55,0.56
5.237700462341309,0.55,0.56
5.276242971420288,0.55,0.56
5.314817667007446,0.55,0.56
5.3534159660339355,0.55,0.55
5.391916036605835,0.55,0.55
5.430534601211548,0.55,0.55
5.469253301620483,0.55,0.55
5.50876259803772,0.55,0.55
5.548229455947876,0.55,0.55
5.587905406951904,0.55,0.55
5.627527475357056,0.55,0.55
5.667173385620117,0.55,0.55
5.706623554229736,0.55,0.55
5.74640154838562,0.55,0.55
5.785985946655273,0.55,0.55
5.825533390045166,0.55,0.55
5.865072011947632,0.55,0.55
5.904567718505859,0.55,0.55
5.9443488121032715,0.55,0.55
5.983980655670166,0.55,0.55
6.023436069488525,0.55,0.55
6.063207387924194,0.55,0.55
6.102874755859375,0.55,0.55
6.141433000564575,0.55,0.55
6.179921388626099,0.55,0.55
6.218526601791382,0.55,0.55
6.2571070194244385,0.55,0.55
6.296807765960693,0.55,0.55
